product_id,product_name,category,brand,unit_price
P00112,Orbit Bluetooth Speaker 645,Electronics,Orbit,137000
P00113,Maxwell Laptop Bag 119,Accessories,Maxwell,29000
P00114,Orbit Router 146,Electronics,Orbit,171000
P00115,Nova Electric Kettle 152,Home Appliances,Nova,284000
P00116,Vertex Laptop 861,Electronics,Vertex,571000
P00117,Zenith Printer 947,Electronics,Zenith,246000
P00118,Zenith Whiteboard 372,Office,Zenith,19000
P00119,SmartEdge Printer 754,Electronics,SmartEdge,92000
P00120,Maxwell Smartphone 979,Electronics,Maxwell,197000
P00121,Prime Screen Protector 560,Accessories,Prime,52000
P00122,Orbit Game Console 311,Gaming,Orbit,109000
P00123,Vertex Bluetooth Speaker 317,Electronics,Vertex,102000
P00124,Zenith USB Hub 227,Accessories,Zenith,18000
P00125,Zenith Stapler 969,Office,Zenith,119000
P00126,Nova Gaming Mouse 679,Gaming,Nova,60000
P00127,Apex USB Cable 570,Accessories,Apex,12000
P00128,Zenith Router 647,Electronics,Zenith,457000
P00129,Apex Wireless Mouse 230,Accessories,Apex,27000
P00130,Maxwell Desk Lamp 877,Office,Maxwell,12000
P00131,UrbanPro HDMI Cable 598,Accessories,UrbanPro,72000
P00132,Vertex Game Console 559,Gaming,Vertex,49000
P00133,TechCore Microwave 696,Home Appliances,TechCore,93000
P00134,Nova Phone Case 891,Accessories,Nova,9000
P00135,Pulse Filing Cabinet 919,Office,Pulse,167000
P00136,Apex Gaming Monitor 223,Gaming,Apex,627000
P00137,UrbanPro Notebook 787,Office,UrbanPro,12000
P00138,Nova Power Bank 963,Electronics,Nova,218000
P00139,UrbanPro HDMI Cable 376,Accessories,UrbanPro,5000
P00140,Vertex Smart TV 468,Electronics,Vertex,338000
P00141,Nova Refrigerator 595,Home Appliances,Nova,60000
P00142,Maxwell Controller 489,Gaming,Maxwell,344000
P00143,SmartEdge USB Cable 802,Accessories,SmartEdge,3000
P00144,Orbit Wireless Mouse 554,Accessories,Orbit,32000
P00145,Pulse Gaming Keyboard 431,Gaming,Pulse,178000
P00146,Maxwell Smartphone 816,Electronics,Maxwell,91000
P00147,Maxwell Power Bank 985,Electronics,Maxwell,182000
P00148,Prime USB Hub 387,Accessories,Prime,74000
P00149,TechCore Gaming Keyboard 782,Gaming,TechCore,47000
P00150,Maxwell Gaming Monitor 128,Gaming,Maxwell,302000
P00151,Apex Gaming Headset 355,Gaming,Apex,144000
P00152,Zenith Printer Paper 486,Office,Zenith,6000
P00153,NexGen Smartphone 354,Electronics,NexGen,97000
P00154,Apex Monitor 322,Electronics,Apex,278000
P00155,Orbit Gaming Headset 737,Gaming,Orbit,82000
P00156,Zenith Laptop Bag 513,Accessories,Zenith,42000
P00157,Prime Router 396,Electronics,Prime,294000
P00158,Orbit Electric Kettle 173,Home Appliances,Orbit,450000
P00159,Vertex Gaming Mouse 133,Gaming,Vertex,34000
P00160,Orbit Whiteboard 665,Office,Orbit,7000
P00161,UrbanPro Phone Case 640,Accessories,UrbanPro,80000
P00162,SmartEdge External SSD 835,Electronics,SmartEdge,130000
P00163,Orbit Stapler 633,Office,Orbit,18000
P00164,SmartEdge Monitor 559,Electronics,SmartEdge,205000
P00165,Prime Smart TV 936,Electronics,Prime,91000
P00166,SmartEdge Notebook 640,Office,SmartEdge,15000
P00167,Orbit External SSD 513,Electronics,Orbit,71000
P00168,Prime Laptop 650,Electronics,Prime,453000
P00169,TechCore Gaming Monitor 684,Gaming,TechCore,71000
P00170,Prime Electric Kettle 242,Home Appliances,Prime,319000
P00171,Zenith Whiteboard 515,Office,Zenith,6000
P00172,Maxwell Desk 142,Office,Maxwell,24000
P00173,Vertex Desk Lamp 622,Office,Vertex,57000
P00174,Nova Office Chair 349,Office,Nova,15000
P00175,Pulse Filing Cabinet 202,Office,Pulse,14000
P00176,Maxwell Microwave 154,Home Appliances,Maxwell,532000
P00177,NexGen Router 803,Electronics,NexGen,78000
P00178,Zenith Whiteboard 829,Office,Zenith,26000
P00179,Maxwell Blender 908,Home Appliances,Maxwell,106000
P00180,SmartEdge Refrigerator 626,Home Appliances,SmartEdge,57000
P00181,Prime USB Cable 503,Accessories,Prime,6000
P00182,Nova Desk Lamp 548,Office,Nova,8000
P00183,Nova Notebook 123,Office,Nova,26000
P00184,SmartEdge Standing Fan 606,Home Appliances,SmartEdge,21000
P00185,Orbit External SSD 694,Electronics,Orbit,401000
P00186,Orbit Phone Case 530,Accessories,Orbit,32000
P00187,Pulse Wireless Mouse 717,Accessories,Pulse,9000
P00188,TechCore Refrigerator 665,Home Appliances,TechCore,42000
P00189,Pulse Tablet 583,Electronics,Pulse,87000
P00190,TechCore Phone Case 384,Accessories,TechCore,32000
P00191,Pulse Gaming Monitor 165,Gaming,Pulse,498000
P00192,Prime Power Bank 708,Electronics,Prime,134000
P00193,SmartEdge Microwave 201,Home Appliances,SmartEdge,359000
P00194,Orbit Blender 518,Home Appliances,Orbit,22000
P00195,Nova Game Console 594,Gaming,Nova,77000
P00196,Apex Gaming Keyboard 359,Gaming,Apex,389000
P00197,TechCore Printer Paper 703,Office,TechCore,5000
P00198,NexGen Refrigerator 563,Home Appliances,NexGen,130000
P00199,Apex Phone Case 864,Accessories,Apex,39000
P00200,Orbit Filing Cabinet 848,Office,Orbit,8000
P00201,Maxwell Tablet 883,Electronics,Maxwell,261000
P00202,Prime Air Fryer 903,Home Appliances,Prime,133000
P00203,Pulse USB Cable 392,Accessories,Pulse,46000
P00204,Vertex Screen Protector 610,Accessories,Vertex,25000
P00205,Maxwell Air Fryer 198,Home Appliances,Maxwell,117000
P00206,Prime USB Hub 407,Accessories,Prime,3000
P00207,TechCore USB Cable 596,Accessories,TechCore,15000
P00208,TechCore Power Bank 230,Electronics,TechCore,247000
P00209,Maxwell USB Hub 747,Accessories,Maxwell,44000
P00210,Zenith Laptop 893,Electronics,Zenith,573000
P00211,Orbit Game Console 697,Gaming,Orbit,376000
P00212,UrbanPro Game Console 671,Gaming,UrbanPro,105000
P00213,Vertex Office Chair 928,Office,Vertex,12000
P00214,Apex Mechanical Keyboard 638,Accessories,Apex,24000
P00215,Pulse Stapler 714,Office,Pulse,40000
P00216,Vertex Refrigerator 139,Home Appliances,Vertex,209000
P00217,Zenith Wireless Mouse 976,Accessories,Zenith,12000
P00218,Pulse Screen Protector 272,Accessories,Pulse,36000
P00219,Apex Monitor 515,Electronics,Apex,198000
P00220,Vertex Smart TV 955,Electronics,Vertex,759000
P00221,Pulse Webcam 338,Accessories,Pulse,4000
P00222,TechCore Smartphone 274,Electronics,TechCore,84000
P00223,Orbit Game Console 639,Gaming,Orbit,108000
P00224,Maxwell Gaming Keyboard 178,Gaming,Maxwell,352000
P00225,NexGen HDMI Cable 648,Accessories,NexGen,8000
P00226,UrbanPro Laptop Bag 377,Accessories,UrbanPro,14000
P00227,Nova Stapler 736,Office,Nova,9000
P00228,Zenith USB Cable 715,Accessories,Zenith,6000
P00229,Maxwell Whiteboard 294,Office,Maxwell,134000
P00230,Pulse Monitor 819,Electronics,Pulse,406000
P00231,Zenith Electric Kettle 392,Home Appliances,Zenith,171000
P00232,Pulse Laptop 807,Electronics,Pulse,126000
P00233,Maxwell Filing Cabinet 824,Office,Maxwell,16000
P00234,TechCore Filing Cabinet 882,Office,TechCore,102000
P00235,Apex Screen Protector 909,Accessories,Apex,44000
P00236,NexGen Gaming Headset 543,Gaming,NexGen,517000
P00237,NexGen Office Chair 270,Office,NexGen,14000
P00238,Zenith Wireless Mouse 327,Accessories,Zenith,11000
P00239,Vertex Refrigerator 856,Home Appliances,Vertex,382000
P00240,NexGen Screen Protector 827,Accessories,NexGen,13000
P00241,UrbanPro Desk 616,Office,UrbanPro,50000
P00242,Prime Washing Machine 823,Home Appliances,Prime,339000
P00243,UrbanPro Stapler 590,Office,UrbanPro,88000
P00244,Apex Router 462,Electronics,Apex,153000
P00245,SmartEdge Laptop 918,Electronics,SmartEdge,368000
P00246,Vertex Webcam 811,Accessories,Vertex,32000
P00247,NexGen Tablet 493,Electronics,NexGen,143000
P00248,SmartEdge Microwave 882,Home Appliances,SmartEdge,265000
P00249,UrbanPro Laptop Bag 116,Accessories,UrbanPro,16000
P00250,Orbit Air Fryer 187,Home Appliances,Orbit,451000
P00251,Nova Office Chair 530,Office,Nova,33000
P00252,Maxwell Gaming Monitor 212,Gaming,Maxwell,574000
P00253,Pulse Laptop 379,Electronics,Pulse,353000
P00254,Prime Microwave 474,Home Appliances,Prime,80000
P00255,Orbit Whiteboard 891,Office,Orbit,17000
P00256,Nova Wireless Mouse 908,Accessories,Nova,32000
P00257,Maxwell Game Console 474,Gaming,Maxwell,349000
P00258,Apex Air Fryer 368,Home Appliances,Apex,19000
P00259,SmartEdge Microwave 191,Home Appliances,SmartEdge,57000
P00260,Zenith Smart TV 120,Electronics,Zenith,102000
P00261,Prime Standing Fan 252,Home Appliances,Prime,81000
P00262,Nova Laptop 532,Electronics,Nova,136000
P00263,Nova USB Cable 158,Accessories,Nova,5000
P00264,Maxwell Webcam 895,Accessories,Maxwell,37000
P00265,Zenith Monitor 515,Electronics,Zenith,159000
P00266,Zenith Tablet 515,Electronics,Zenith,141000
P00267,Orbit Gaming Headset 513,Gaming,Orbit,33000
P00268,Orbit Blender 376,Home Appliances,Orbit,88000
P00269,Maxwell Monitor 477,Electronics,Maxwell,580000
P00270,Vertex HDMI Cable 774,Accessories,Vertex,5000
P00271,Zenith Refrigerator 176,Home Appliances,Zenith,26000
P00272,UrbanPro Gaming Headset 816,Gaming,UrbanPro,83000
P00273,NexGen Screen Protector 691,Accessories,NexGen,68000
P00274,TechCore External SSD 611,Electronics,TechCore,620000
P00275,Zenith Blender 608,Home Appliances,Zenith,31000
P00276,SmartEdge Desk 167,Office,SmartEdge,70000
P00277,Nova Printer 175,Electronics,Nova,195000
P00278,Prime Washing Machine 605,Home Appliances,Prime,69000
P00279,Zenith Laptop Bag 419,Accessories,Zenith,32000
P00280,Pulse Gaming Monitor 545,Gaming,Pulse,37000
P00281,Nova Phone Case 186,Accessories,Nova,5000
P00282,NexGen Standing Fan 647,Home Appliances,NexGen,250000
P00283,Vertex Desk 250,Office,Vertex,33000
P00284,Pulse Desk Lamp 873,Office,Pulse,135000
P00285,Apex Tablet 158,Electronics,Apex,545000
P00286,Orbit Laptop Bag 523,Accessories,Orbit,4000
P00287,Pulse Laptop 402,Electronics,Pulse,141000
P00288,Apex Tablet 940,Electronics,Apex,394000
P00289,SmartEdge Blender 125,Home Appliances,SmartEdge,152000
P00290,Zenith USB Hub 308,Accessories,Zenith,3000
P00291,Nova Filing Cabinet 224,Office,Nova,5000
P00292,TechCore Office Chair 349,Office,TechCore,6000
P00293,Pulse Gaming Mouse 919,Gaming,Pulse,29000
P00294,Vertex Wireless Mouse 874,Accessories,Vertex,17000
P00295,UrbanPro Air Conditioner 513,Home Appliances,UrbanPro,203000
P00296,Pulse Printer 747,Electronics,Pulse,218000
P00297,Orbit Phone Case 577,Accessories,Orbit,9000
P00298,TechCore Smart TV 805,Electronics,TechCore,93000
P00299,Maxwell Gaming Mouse 260,Gaming,Maxwell,73000
P00300,Zenith Electric Kettle 183,Home Appliances,Zenith,259000
P00301,Prime Tablet 719,Electronics,Prime,712000
P00302,Zenith HDMI Cable 173,Accessories,Zenith,34000
P00303,TechCore Stapler 126,Office,TechCore,38000
P00304,UrbanPro Stapler 750,Office,UrbanPro,16000
P00305,Pulse Notebook 726,Office,Pulse,11000
P00306,Orbit Air Fryer 918,Home Appliances,Orbit,124000
P00307,NexGen Gaming Monitor 370,Gaming,NexGen,126000
P00308,TechCore Gaming Keyboard 529,Gaming,TechCore,432000
P00309,Pulse USB Hub 473,Accessories,Pulse,8000
P00310,Apex Gaming Monitor 299,Gaming,Apex,106000
P00311,Pulse Desk 837,Office,Pulse,87000
P00312,Nova Laptop 115,Electronics,Nova,207000
P00313,Pulse Notebook 557,Office,Pulse,7000
P00314,TechCore Bluetooth Speaker 397,Electronics,TechCore,132000
P00315,Apex Game Console 695,Gaming,Apex,141000
P00316,NexGen Bluetooth Speaker 717,Electronics,NexGen,110000
P00317,Apex Blender 607,Home Appliances,Apex,23000
P00318,Apex Gaming Headset 362,Gaming,Apex,222000
P00319,Nova Whiteboard 808,Office,Nova,100000
P00320,Orbit Printer 407,Electronics,Orbit,600000
P00321,Zenith Gaming Monitor 535,Gaming,Zenith,523000
P00322,NexGen Phone Case 660,Accessories,NexGen,8000
P00323,Zenith Electric Kettle 899,Home Appliances,Zenith,448000
P00324,Zenith Tablet 237,Electronics,Zenith,126000
P00325,Apex Smartphone 943,Electronics,Apex,208000
P00326,SmartEdge Blender 347,Home Appliances,SmartEdge,612000
P00327,TechCore Laptop Bag 737,Accessories,TechCore,4000
P00328,NexGen Smartphone 289,Electronics,NexGen,123000
P00329,Orbit Monitor 280,Electronics,Orbit,420000
P00330,Nova Filing Cabinet 932,Office,Nova,83000
P00331,NexGen Refrigerator 591,Home Appliances,NexGen,27000
P00332,Orbit Electric Kettle 581,Home Appliances,Orbit,221000
P00333,Pulse Standing Fan 160,Home Appliances,Pulse,495000
P00334,Zenith Gaming Monitor 603,Gaming,Zenith,639000
P00335,Orbit Screen Protector 668,Accessories,Orbit,6000
P00336,UrbanPro Gaming Monitor 104,Gaming,UrbanPro,218000
P00337,UrbanPro USB Cable 163,Accessories,UrbanPro,47000
P00338,SmartEdge Whiteboard 635,Office,SmartEdge,11000
P00339,Vertex Washing Machine 674,Home Appliances,Vertex,294000
P00340,NexGen USB Cable 543,Accessories,NexGen,23000
P00341,Maxwell Smart TV 486,Electronics,Maxwell,245000
P00342,TechCore Smart TV 426,Electronics,TechCore,138000
P00343,SmartEdge Air Fryer 444,Home Appliances,SmartEdge,438000
P00344,NexGen Router 650,Electronics,NexGen,447000
P00345,TechCore Washing Machine 238,Home Appliances,TechCore,35000
P00346,Zenith Desk 545,Office,Zenith,8000
P00347,SmartEdge Notebook 333,Office,SmartEdge,10000
P00348,Apex Printer 539,Electronics,Apex,539000
P00349,Zenith Printer 266,Electronics,Zenith,157000
P00350,TechCore Mechanical Keyboard 336,Accessories,TechCore,13000
P00351,TechCore Blender 879,Home Appliances,TechCore,17000
P00352,NexGen Monitor 846,Electronics,NexGen,280000
P00353,Maxwell Microwave 113,Home Appliances,Maxwell,259000
P00354,SmartEdge Tablet 226,Electronics,SmartEdge,344000
P00355,TechCore Printer 126,Electronics,TechCore,84000
P00356,UrbanPro Webcam 613,Accessories,UrbanPro,48000
P00357,UrbanPro Standing Fan 673,Home Appliances,UrbanPro,292000
P00358,Zenith Phone Case 646,Accessories,Zenith,5000
P00359,Orbit Filing Cabinet 147,Office,Orbit,7000
P00360,Orbit External SSD 189,Electronics,Orbit,160000
P00361,Vertex Monitor 644,Electronics,Vertex,390000
P00362,Zenith Gaming Mouse 915,Gaming,Zenith,231000
P00363,Zenith Phone Case 602,Accessories,Zenith,10000
P00364,Orbit Refrigerator 226,Home Appliances,Orbit,63000
P00365,UrbanPro Filing Cabinet 614,Office,UrbanPro,102000
P00366,Maxwell Mechanical Keyboard 332,Accessories,Maxwell,23000
P00367,Apex Tablet 557,Electronics,Apex,526000
P00368,SmartEdge Printer Paper 388,Office,SmartEdge,6000
P00369,TechCore Desk 400,Office,TechCore,25000
P00370,Vertex Air Conditioner 391,Home Appliances,Vertex,23000
P00371,Pulse Game Console 290,Gaming,Pulse,25000
P00372,Orbit Screen Protector 585,Accessories,Orbit,24000
P00373,UrbanPro Tablet 962,Electronics,UrbanPro,175000
P00374,Zenith Notebook 675,Office,Zenith,6000
P00375,Nova Whiteboard 568,Office,Nova,46000
P00376,NexGen Webcam 553,Accessories,NexGen,7000
P00377,SmartEdge Power Bank 231,Electronics,SmartEdge,220000
P00378,Nova Whiteboard 493,Office,Nova,12000
P00379,TechCore Tablet 216,Electronics,TechCore,173000
P00380,Apex Laptop 632,Electronics,Apex,125000
P00381,NexGen Printer Paper 775,Office,NexGen,62000
P00382,NexGen Wireless Mouse 149,Accessories,NexGen,18000
P00383,NexGen Whiteboard 754,Office,NexGen,11000
P00384,Apex Electric Kettle 702,Home Appliances,Apex,45000
P00385,Apex Gaming Keyboard 563,Gaming,Apex,206000
P00386,Zenith Printer Paper 171,Office,Zenith,15000
P00387,Prime Blender 322,Home Appliances,Prime,247000
P00388,Pulse Notebook 210,Office,Pulse,14000
P00389,Prime Router 962,Electronics,Prime,412000
P00390,Maxwell Gaming Keyboard 425,Gaming,Maxwell,120000
P00391,SmartEdge Gaming Mouse 451,Gaming,SmartEdge,134000
P00392,Orbit Wireless Mouse 973,Accessories,Orbit,8000
P00393,Apex Electric Kettle 662,Home Appliances,Apex,545000
P00394,Apex Gaming Mouse 433,Gaming,Apex,27000
P00395,TechCore HDMI Cable 624,Accessories,TechCore,6000
P00396,UrbanPro Smart TV 474,Electronics,UrbanPro,185000
P00397,Prime Gaming Monitor 912,Gaming,Prime,506000
P00398,Pulse Power Bank 660,Electronics,Pulse,136000
P00399,SmartEdge Router 962,Electronics,SmartEdge,577000
P00400,Zenith Blender 189,Home Appliances,Zenith,262000
P00401,Apex Screen Protector 541,Accessories,Apex,28000
P00402,Pulse Power Bank 901,Electronics,Pulse,141000
P00403,Orbit Gaming Headset 920,Gaming,Orbit,200000
P00404,Prime Smartphone 804,Electronics,Prime,82000
P00405,Maxwell Gaming Mouse 370,Gaming,Maxwell,169000
P00406,Zenith Air Fryer 816,Home Appliances,Zenith,436000
P00407,TechCore Wireless Mouse 973,Accessories,TechCore,19000
P00408,Vertex USB Hub 520,Accessories,Vertex,41000
P00409,NexGen Monitor 647,Electronics,NexGen,80000
P00410,NexGen Gaming Mouse 620,Gaming,NexGen,103000
P00411,Prime Desk 840,Office,Prime,6000
P00412,TechCore Gaming Monitor 778,Gaming,TechCore,345000
P00413,Maxwell Smartphone 263,Electronics,Maxwell,468000
P00414,Vertex Gaming Mouse 781,Gaming,Vertex,133000
P00415,Pulse Printer Paper 565,Office,Pulse,47000
P00416,Apex Electric Kettle 695,Home Appliances,Apex,59000
P00417,TechCore Washing Machine 125,Home Appliances,TechCore,17000
P00418,Orbit USB Cable 592,Accessories,Orbit,13000
P00419,Apex Microwave 713,Home Appliances,Apex,52000
P00420,Pulse Controller 214,Gaming,Pulse,516000
P00421,TechCore Desk Lamp 947,Office,TechCore,27000
P00422,SmartEdge Webcam 541,Accessories,SmartEdge,69000
P00423,Apex Air Conditioner 272,Home Appliances,Apex,290000
P00424,Zenith Webcam 977,Accessories,Zenith,42000
P00425,Nova Laptop Bag 311,Accessories,Nova,9000
P00426,NexGen Air Fryer 502,Home Appliances,NexGen,24000
P00427,Pulse Phone Case 548,Accessories,Pulse,9000
P00428,Vertex Air Fryer 875,Home Appliances,Vertex,110000
P00429,Maxwell Controller 493,Gaming,Maxwell,443000
P00430,Apex Smart TV 601,Electronics,Apex,445000
P00431,Pulse USB Hub 729,Accessories,Pulse,33000
P00432,Vertex External SSD 246,Electronics,Vertex,526000
P00433,Orbit Tablet 302,Electronics,Orbit,487000
P00434,Zenith Laptop 962,Electronics,Zenith,374000
P00435,Vertex Webcam 896,Accessories,Vertex,20000
P00436,Apex Smart TV 730,Electronics,Apex,505000
P00437,Maxwell Filing Cabinet 121,Office,Maxwell,7000
P00438,Prime Laptop Bag 726,Accessories,Prime,59000
P00439,Zenith Power Bank 102,Electronics,Zenith,266000
P00440,Apex Gaming Keyboard 720,Gaming,Apex,37000
P00441,Maxwell Washing Machine 420,Home Appliances,Maxwell,37000
P00442,TechCore Whiteboard 391,Office,TechCore,98000
P00443,Vertex Stapler 163,Office,Vertex,32000
P00444,TechCore Bluetooth Speaker 744,Electronics,TechCore,234000
P00445,Apex Washing Machine 621,Home Appliances,Apex,36000
P00446,Nova Smart TV 833,Electronics,Nova,293000
P00447,Apex Electric Kettle 904,Home Appliances,Apex,60000
P00448,Vertex Gaming Monitor 129,Gaming,Vertex,116000
P00449,Vertex Power Bank 918,Electronics,Vertex,84000
P00450,UrbanPro Filing Cabinet 813,Office,UrbanPro,7000
P00451,Nova Tablet 852,Electronics,Nova,774000
P00452,Zenith Electric Kettle 309,Home Appliances,Zenith,71000
P00453,SmartEdge Printer 430,Electronics,SmartEdge,104000
P00454,Pulse Gaming Monitor 526,Gaming,Pulse,124000
P00455,Prime Screen Protector 811,Accessories,Prime,23000
P00456,Maxwell Controller 397,Gaming,Maxwell,43000
P00457,Maxwell Gaming Headset 901,Gaming,Maxwell,281000
P00458,NexGen Smart TV 971,Electronics,NexGen,541000
P00459,Pulse Microwave 973,Home Appliances,Pulse,322000
P00460,NexGen Air Fryer 688,Home Appliances,NexGen,547000
P00461,Nova Phone Case 377,Accessories,Nova,30000
P00462,Zenith Desk 728,Office,Zenith,125000
P00463,Pulse Screen Protector 290,Accessories,Pulse,57000
P00464,SmartEdge Game Console 176,Gaming,SmartEdge,83000
P00465,UrbanPro Washing Machine 828,Home Appliances,UrbanPro,540000
P00466,Zenith Microwave 493,Home Appliances,Zenith,281000
P00467,Orbit Game Console 971,Gaming,Orbit,26000
